fromNode,fromNode_long,fromNode_lat,toNode,toNode_long,toNode_lat,weight,overhead
604A,103.9074102,1.4042647,603,103.9079335,1.4039134,70.0026958,
604A,103.9074102,1.4042647,604B,103.9072235,1.4039018,45.18758682,
604A,103.9074102,1.4042647,604C,103.9075724,1.4036773,67.41328936,
604A,103.9074102,1.4042647,612D,103.9076175,1.4047463,58.03515337,
604A,103.9074102,1.4042647,613A,103.9079211,1.404527,63.82666819,
604B,103.9072235,1.4039018,602,103.9072887,1.4032471,72.75612747,
604B,103.9072235,1.4039018,603,103.9079335,1.4039134,79.02368251,
604B,103.9072235,1.4039018,602A,103.9070327,1.4034755,51.69969749,
604B,103.9072235,1.4039018,604A,103.9074102,1.4042647,45.18758682,
604B,103.9072235,1.4039018,604C,103.9075724,1.4036773,46.08505259,
604C,103.9075724,1.4036773,602,103.9072887,1.4032471,57.09315899,
604C,103.9075724,1.4036773,603,103.9079335,1.4039134,47.9211355,
604C,103.9075724,1.4036773,601D,103.907682,1.4029774,78.34663629,
604C,103.9075724,1.4036773,602A,103.9070327,1.4034755,64.07235163,
604C,103.9075724,1.4036773,603C,103.907916,1.4034137,48.08037972,
604C,103.9075724,1.4036773,604A,103.9074102,1.4042647,67.41328936,
604C,103.9075724,1.4036773,604B,103.9072235,1.4039018,46.08505259,
612A,103.9092016,1.4042576,Damai Stn Exit B,103.909628,1.404384,49.46801223,
612A,103.9092016,1.4042576,612B,103.9081374,1.4049451,140.7300493,
612A,103.9092016,1.4042576,613C,103.9085458,1.404103,74.95692907,
612A,103.9092016,1.4042576,613D,103.9088781,1.4038749,55.55907994,
612A,103.9092016,1.4042576,614A,103.9092319,1.4036136,71.29005367,
612A,103.9092016,1.4042576,615A,103.9095691,1.4040051,49.51927719,
612B,103.9081374,1.4049451,612A,103.9092016,1.4042576,140.7300493,
612B,103.9081374,1.4049451,612C,103.907831,1.4051606,41.59924609,
612B,103.9081374,1.4049451,612D,103.9076175,1.4047463,61.89295304,
612B,103.9081374,1.4049451,613A,103.9079211,1.404527,52.12258985,
612B,103.9081374,1.4049451,613B,103.9082461,1.4043172,70.47594492,
612B,103.9081374,1.4049451,Damai LRT,103.90858,1.40526,60.32014198,
612C,103.907831,1.4051606,612B,103.9081374,1.4049451,41.59924609,
612C,103.907831,1.4051606,612D,103.9076175,1.4047463,51.606058,
612C,103.907831,1.4051606,613A,103.9079211,1.404527,70.7741616,
612C,103.907831,1.4051606,679A,103.9082727,1.4059557,100.7264868,
612D,103.9076175,1.4047463,604A,103.9074102,1.4042647,58.03515337,
612D,103.9076175,1.4047463,612B,103.9081374,1.4049451,61.89295304,
612D,103.9076175,1.4047463,612C,103.907831,1.4051606,51.606058,
612D,103.9076175,1.4047463,613A,103.9079211,1.404527,41.58781514,
613A,103.9079211,1.404527,604A,103.9074102,1.4042647,63.82666819,
613A,103.9079211,1.404527,612B,103.9081374,1.4049451,52.12258985,
613A,103.9079211,1.404527,612C,103.907831,1.4051606,70.7741616,
613A,103.9079211,1.404527,612D,103.9076175,1.4047463,41.58781514,
613A,103.9079211,1.404527,613B,103.9082461,1.4043172,42.96863001,
613B,103.9082461,1.4043172,603A,103.9084722,1.4035487,88.62382107,
613B,103.9082461,1.4043172,604A,103.9074102,1.4042647,93.20516242,
613B,103.9082461,1.4043172,612B,103.9081374,1.4049451,70.47594492,
613B,103.9082461,1.4043172,613A,103.9079211,1.404527,42.96863001,
613B,103.9082461,1.4043172,613C,103.9085458,1.404103,40.90691477,
613C,103.9085458,1.404103,603A,103.9084722,1.4035487,61.83654606,
613C,103.9085458,1.404103,612A,103.9092016,1.4042576,74.95692907,
613C,103.9085458,1.404103,613B,103.9082461,1.4043172,40.90691477,
613C,103.9085458,1.404103,613D,103.9088781,1.4038749,44.7628104,
613D,103.9088781,1.4038749,603A,103.9084722,1.4035487,57.80520349,
613D,103.9088781,1.4038749,612A,103.9092016,1.4042576,55.55907994,
613D,103.9088781,1.4038749,613C,103.9085458,1.404103,44.7628104,
613D,103.9088781,1.4038749,614A,103.9092319,1.4036136,48.83707099,
613D,103.9088781,1.4038749,615A,103.9095691,1.4040051,78.23490117,
614A,103.9092319,1.4036136,614,103.9096363,1.4033493,53.6607398,
614A,103.9092319,1.4036136,603A,103.9084722,1.4035487,84.84823744,
614A,103.9092319,1.4036136,612A,103.9092016,1.4042576,71.29005367,
614A,103.9092319,1.4036136,613D,103.9088781,1.4038749,48.83707099,
614A,103.9092319,1.4036136,615A,103.9095691,1.4040051,57.29060267,
614A,103.9092319,1.4036136,615B,103.9099181,1.4037658,78.19715064,
614B,103.9100811,1.403051,614,103.9096363,1.4033493,59.48313599,
614B,103.9100811,1.403051,615B,103.9099181,1.4037658,81.09381097,
614B,103.9100811,1.403051,615C,103.9102826,1.4034879,53.26085981,
615A,103.9095691,1.4040051,614,103.9096363,1.4033493,72.89965097,
615A,103.9095691,1.4040051,612A,103.9092016,1.4042576,49.51927719,
615A,103.9095691,1.4040051,Damai Stn Exit B,103.909628,1.404384,42.40649232,
615A,103.9095691,1.4040051,613D,103.9088781,1.4038749,78.23490117,
615A,103.9095691,1.4040051,614A,103.9092319,1.4036136,57.29060267,
615A,103.9095691,1.4040051,615B,103.9099181,1.4037658,46.99600075,
615B,103.9099181,1.4037658,614,103.9096363,1.4033493,55.71798207,
615B,103.9099181,1.4037658,614A,103.9092319,1.4036136,78.19715064,
615B,103.9099181,1.4037658,614B,103.9100811,1.403051,81.09381097,
615B,103.9099181,1.4037658,615A,103.9095691,1.4040051,46.99600075,
615B,103.9099181,1.4037658,615C,103.9102826,1.4034879,50.88894274,
615C,103.9102826,1.4034879,614,103.9096363,1.4033493,73.53902887,
615C,103.9102826,1.4034879,614B,103.9100811,1.403051,53.26085981,
615C,103.9102826,1.4034879,615B,103.9099181,1.4037658,50.88894274,
615C,103.9102826,1.4034879,619B,103.9110484,1.4029488,104.0021036,
