id,name,long,lat
way/641081344,Edgedale Plains,103.9098571,1.3937117
way/641084540,Rivervale Drive,103.9031897,1.3933696
way/641122890,Punggol Field,103.9034572,1.4005713
way/644432258,Tebing Lane,103.9158482,1.3923823
way/644432259,Tebing Lane,103.9164527,1.3930084
way/644683382,Punggol Place,103.9021152,1.3993768
way/644857204,126A,103.911764,1.3942738
way/644857205,128B,103.9129615,1.3933421
way/644857790,128A,103.9127113,1.393545
way/644865121,128C,103.9126674,1.3924294
way/644913111,Tebing Lane,103.9170773,1.3938554
way/645246524,Punggol Place,103.9022753,1.3990085
way/645260963,Edgefield Plains,103.9097325,1.3934472
way/645310185,Edgefield Plains,103.9084979,1.3998652
way/645322142,110A,103.9094485,1.3959605
way/646176431,Punggol Place,103.9060588,1.4061759
way/646176432,Punggol Place,103.905796,1.4063213
way/646176669,Punggol Place,103.9056808,1.4061917
way/646176670,Punggol Place,103.905839,1.4061142
way/646176671,Punggol Place,103.9060735,1.4059993
way/646269079,Edgefield Plains,103.9142416,1.3996639
way/646321687,Punggol Place,103.9070539,1.4052268
way/646321688,Punggol Place,103.9066539,1.4054232
way/646321877,Punggol Place,103.9054027,1.4063165
way/646324089,Punggol Place,103.9068996,1.4055969
way/646324816,Punggol Place,103.9063266,1.406028
way/646621220,Rivervale Crescent,103.90673,1.3923836
way/646621221,185A,103.9073342,1.392991
way/646622339,104B,103.905686,1.3964279
way/646656052,103A,1.3983,103.90529
way/646807927,174B,103.911152,1.3967489
way/649374013,Punggol Drive,103.9144509,1.4011691
way/649374014,Punggol Drive,103.9142241,1.4013292
way/649376877,Punggol Central,103.9094879,1.4005149
way/649392802,Punggol Field,103.9104588,1.3957934
way/649396872,Edgefield Plains,103.9107999,1.4034508
way/649439226,Punggol Road,103.9065849,1.403412
way/649440497,Punggol Road,103.907257,1.4051535
way/649442268,Punggol Walk,103.9010968,1.4065288
way/649532848,Edgefield Plains,103.9087382,1.4005818
way/649648772,Edgedale Plains,103.9144753,1.4003487
way/649652550,Punggol Drive,103.9154216,1.4002405
way/649652557,Punggol Drive,103.9155448,1.4001528
way/649801185,Punggol Field,103.9078244,1.3977026
way/649801637,Punggol Field,103.9045313,1.4003359
way/649802730,Edgedale Plains,103.9103166,1.3944832
way/651945727,Punggol Field,103.9037815,1.4006966
way/651945728,Punggol Field,103.9027605,1.4011827
way/651947378,Punggol Field,103.9004959,1.4020655
way/651978151,Punggol East,103.916195,1.3947881
way/651978152,Punggol East,103.916034,1.3945559
way/651981590,Punggol Field,103.9031062,1.4008667
way/651981593,Punggol Field,103.9033769,1.4007313
way/651981596,Punggol Field,103.9042272,1.400287
way/652022265,Tampines Expressway,103.9057635,1.3954149
way/652255321,Punggol Drive,103.9158567,1.4001391
way/652256616,Punggol Drive,103.9179677,1.3984231
way/652256618,Punggol Drive,103.9184628,1.3980828
way/652306771,Punggol Place,103.9032771,1.403441
way/652354908,Edgedale Plains,103.9154638,1.4017298
way/652354909,Edgedale Plains,103.9152051,1.4013641
way/652357028,Edgefield Plains,103.9115935,1.4045684
way/652357031,Edgefield Plains,103.9113153,1.4041662
way/652380874,Edgefield Plains,103.9115582,1.4043723
way/652543422,Punggol Central,103.9135807,1.3975747
way/652543423,Punggol Central,103.9161396,1.3957488
way/655154945,Compassvale Street,103.9007651,1.3944531
way/655154946,Compassvale Street,103.8998155,1.3947913
way/655172009,Punggol East,103.9158136,1.3939314
way/655184948,Punggol Central,103.9074646,1.4021456
way/655190964,Punggol Central,103.9117637,1.3990467
way/656554308,Punggol Walk,103.901943,1.4084665
way/661322721,Tampines Expressway,103.9043975,1.3968151
way/665482689,Tebing Lane,103.9155602,1.3927012
way/666954913,Punggol Central,103.91766,1.3946678
way/668176473,Tampines Expressway,103.9047152,1.3965349
way/669060225,187A,103.9056233,1.3941463
way/670143826,Punggol Place,103.9014595,1.3998041
way/672264514,Edgedale Plains,103.9160801,1.402595
way/672264813,Edgedale Plains,103.9166416,1.4033408
way/682831300,Punggol East,103.9169754,1.3955382
way/687461000,Punggol Waterway,103.9137688,1.4037297
way/687461001,Punggol Waterway,103.9163123,1.401945
way/693032929,Punggol Place,103.902434,1.3991605
way/696697257,Punggol Central,103.9163243,1.3957866
way/699886518,Edgefield Plains,103.9062431,1.3969439
way/700189199,Punggol Drive,103.9159398,1.3998672
way/700189978,Edgedale Plains,103.9154269,1.401525
way/701648220,Punggol Place,103.9042841,1.4051176
way/701648221,Punggol Place,103.9045608,1.4056129
way/701648222,Punggol Place,103.9048926,1.406207
way/701649041,Punggol Place,103.905083,1.4067095
way/701649042,Punggol Place,103.9047445,1.4061078
way/701649043,Punggol Place,103.9049749,1.4065128
way/701649044,Punggol Place,103.9043424,1.4053965
way/701650665,Sentul Crescent,103.9056935,1.4081396
way/701651543,Punggol Drive,103.9045675,1.407592
way/701654605,Edgefield Plains,103.908154,1.3996717
way/701655819,Edgefield Plains,103.9101678,1.4025666
way/701655820,Edgefield Plains,103.9100374,1.4023845
way/701903150,North East Line (NE),103.9070085,1.4106601
way/701955638,North East Line (NE),103.8865057,1.374327
way/704807500,Punggol Road,103.9029862,1.3957847
way/704807977,Punggol Road,103.9011172,1.3930338
way/704824586,Punggol Place,103.9016792,1.4008501
way/704824587,Punggol Place,103.9017449,1.401056
way/704840580,Punggol Walk,103.9018906,1.4086158
way/704840581,Punggol Walk,103.9013552,1.4074398
way/704840582,Punggol Walk,103.9012369,1.4071467
way/704878780,204D,103.902535,1.3981343
way/704878782,205A,103.9021356,1.3983555
way/704893871,201A,103.9035319,1.4004198
way/704893873,202A,103.9045785,1.3995775
way/704893874,203A,103.9042302,1.3987833
way/704893876,204C,103.9030715,1.3978843
way/704893878,204C,103.9028523,1.397983
way/704897556,Punggol Field,103.9013643,1.4018676
way/704897557,Punggol Field,103.900803,1.4021028
way/707728836,128C,103.9121893,1.3926278
way/707751110,128,103.9128175,1.3926105
way/707851700,637C,103.9148365,1.3992177
way/708818531,Punggol East,103.9172544,1.3962404
way/708819911,Punggol Place,103.9035459,1.4040253
way/708830947,Edgedale Plains,103.9139653,1.3996505
way/708833582,Edgedale Plains,103.9138437,1.3993002
way/708833583,Edgedale Plains,103.9145499,1.400262
way/708838656,Edgedale Plains,103.9113287,1.3957142
way/708838657,Edgedale Plains,103.9126235,1.3975791
way/708841664,Edgedale Plains,103.9121024,1.3970139
way/708841665,Edgedale Plains,103.9117997,1.3965873
way/708841666,Edgedale Plains,103.9115066,1.396175
way/708841667,Edgedale Plains,103.9110495,1.3955088
way/708890745,Punggol Field,103.9060204,1.3994459
way/708916869,Punggol Central,103.9084669,1.401409
way/708917466,Punggol Drive,103.910365,1.4041068
way/708918060,Punggol Drive,103.9083599,1.4052734
way/708918061,Punggol Drive,103.9087557,1.4049936
way/708918062,Punggol Drive,103.9099544,1.4041459
way/710272949,641A,103.9171395,1.3987841
way/711430999,Punggol Walk,103.9012814,1.4069747
way/711645501,Punggol Central,103.9017907,1.4056298
way/711645502,Punggol Central,103.9014221,1.4058365
way/715626226,Punggol East,103.9172812,1.3959548
way/715626227,Punggol East,103.9177926,1.3966919
way/715645007,Tampines Expressway,103.9067109,1.3945894
way/717055145,Punggol Road,103.9047441,1.3994461
way/717057838,Punggol Road,103.9022299,1.3950065
way/717057839,Punggol Road,103.9024465,1.395213
way/717057840,Punggol Road,103.9041902,1.3978999
way/717268785,Punggol Place,103.9023397,1.398869
way/722498252,Tebing Lane,103.9168548,1.3935547
way/722517784,174C,103.9104164,1.3973323
way/722548003,178,103.9086865,1.3997154
way/724076800,Punggol Place,103.9030445,1.4030729
way/724076802,Punggol Place,103.9031708,1.4034225
way/726626037,203A,103.90407,1.3984334
way/727065161,Rivervale Crescent,103.9067988,1.3923423
way/727376665,202B,103.904389,1.3991321
way/727377195,201B,103.9039405,1.4002263
way/727472399,Punggol Field,103.9062486,1.398978
way/731553657,195,1.39261,103.90217
way/732225198,Rivervale Drive,103.9022377,1.3937779
way/734884726,Punggol Central,103.9015594,1.4056024
way/736698729,Rivervale Drive,103.904508,1.3926795
way/737478205,Edgefield Plains,103.9098076,1.4020637
way/737480372,Edgefield Plains,103.9106095,1.403011
way/737740624,Edgedale Plains,103.91024,1.3942297
way/737743080,Edgedale Plains,103.914221,1.399825
way/737746827,Edgedale Plains,103.9112582,1.3958143
way/737957951,Punggol Central,103.9167098,1.3953283
way/738415701,Rivervale Drive,103.9039042,1.3931946
