,bus number,fromNode,fromNode_long,fromNode_lat,toNode,toNode_long,toNode_lat,weight,opp
169,3,way/173768002,103.9030095,1.4030891,way/325024332,103.9026466,1.4033011,,1
170,3,way/325024332,103.9026466,1.4033011,Punggol Temp Int(65009),103.9025242,1.404107,,1
171,34,Punggol Temp Int(65009),103.9025242,1.404107,way/325024332,103.9026466,1.4033011,,0
172,34,way/325024332,103.9026466,1.4033011,way/173767827,103.9029803,1.4031145,,0
173,34,way/173767827,103.9029803,1.4031145,way/724076802,103.9031708,1.4034225,,0
174,34,way/724076802,103.9031708,1.4034225,way/476395133,103.9034199,1.4038215,,0
175,34,way/476395133,103.9034199,1.4038215,way/708819911,103.9035459,1.4040253,,0
176,34,way/708819911,103.9035459,1.4040253,way/445282971,103.903687,1.404257,,0
177,34,way/445282971,103.903687,1.404257,way/74953813,103.9037954,1.4044306,,0
178,34,way/74953813,103.9037954,1.4044306,way/74962089,103.9038671,1.4044623,,0
179,34,way/74962089,103.9038671,1.4044623,way/445282963,103.9040093,1.4043935,,0
180,34,way/445282963,103.9040093,1.4043935,way/74962070,103.9045282,1.4041069,,0
181,34,way/74962070,103.9045282,1.4041069,Blk 303D(65221),103.9048174,1.4040774,,0
182,34,Blk 303D(65221),103.9048174,1.4040774,way/476389391,103.9050768,1.4037792,,0
183,34,way/476389391,103.9050768,1.4037792,way/476389390,103.9053743,1.4035741,,0
184,34,way/476389390,103.9053743,1.4035741,way/476389868,103.9057294,1.4033408,,0
185,34,way/476389868,103.9057294,1.4033408,way/476389869,103.9060854,1.4030945,,0
186,34,way/476389869,103.9060854,1.4030945,way/74962084,103.9063092,1.4029304,,0
187,34,way/74962084,103.9063092,1.4029304,way/74662287,103.906247,1.4025992,,0
188,34,way/74662287,103.906247,1.4025992,way/174886183,103.9058481,1.4013487,,0
189,34,way/174886183,103.9058481,1.4013487,Opp Blk 296(65089),103.9058481,1.4013487,,0
190,34,Opp Blk 296(65089),103.9058481,1.4013487,way/476148400,103.9056329,1.4010729,,0
191,34,way/476148400,103.9056329,1.4010729,way/ 476148399,103.9055005,1.4007496,,0
192,34,way/ 476148399,103.9055005,1.4007496,way/476148403,103.905354,1.4004225,,0
193,34,way/476148403,103.905354,1.4004225,way/476148404,103.9052181,1.4001248,,0
194,34,way/476148404,103.9052181,1.4001248,way/174886182,103.9051238,1.3999013,,0
195,34,way/174886182,103.9051238,1.3999013,way/445282972,103.9050308,1.3996857,,0
196,34,way/445282972,103.9050308,1.3996857,Blk 102C(65079),103.9047796,1.3988936,,0
197,34,Blk 102C(65079),103.9047796,1.3988936,way/620576652,103.904365,1.3982583,,0
198,34,way/620576652,103.904365,1.3982583,way/717057840,103.9041902,1.3978999,,0
199,34,way/717057840,103.9041902,1.3978999,way/166722003,103.90415,1.3973321,,0
200,34,way/166722003,103.90415,1.3973321,way/661322721,103.9043975,1.3968151,,0
201,34,way/661322721,103.9043975,1.3968151,way/668176473,103.9047152,1.3965349,,0
202,34,way/668176473,103.9047152,1.3965349,Aft Punggol Rd(65199),103.9055001,1.3959978,,0
203,34,Bef Punggol Rd(65191),103.9051626,1.3952405,way/626575145,103.9044675,1.3959093,,1
204,34,way/626575145,103.9044675,1.3959093,way/479744511,103.9041934,1.3960503,,1
205,34,way/479744511,103.9041934,1.3960503,way/74584466,103.9037406,1.3963029,,1
206,34,way/74584466,103.9037406,1.3963029,way/500371481,103.9033917,1.396509,,1
207,34,way/500371481,103.9033917,1.396509,way/32776686,103.9033771,1.3965863,,1
208,34,way/32776686,103.9033771,1.3965863,way/166721998,103.9035279,1.3968741,,1
209,34,way/166721998,103.9035279,1.3968741,way/166722000,103.9036962,1.3972119,,1
210,34,way/166722000,103.9036962,1.3972119,way/582412264,103.9038953,1.3976101,,1
211,34,way/582412264,103.9038953,1.3976101,Opp Blk 103A(65071),103.9041539,1.3984929,,1
212,34,Opp Blk 103A(65071),103.9041539,1.3984929,way/620522273,103.9045689,1.3990071,,1
213,34,way/620522273,103.9045689,1.3990071,way/620522272,103.904659,1.3992284,,1
214,34,way/620522272,103.904659,1.3992284,way/717055145,103.9047441,1.3994461,,1
215,34,way/717055145,103.9047441,1.3994461,way/620522271,103.9048002,1.3995832,,1
216,34,way/620522271,103.9048002,1.3995832,way/582412281,103.9048816,1.399756,,1
217,34,way/582412281,103.9048816,1.399756,way/174886184,103.9049897,1.3999899,,1
218,34,way/174886184,103.9049897,1.3999899,way/582412283,103.9051045,1.4002534,,1
219,34,way/582412283,103.9051045,1.4002534,way/74477402,103.9053171,1.4007108,,1
220,34,way/74477402,103.9053171,1.4007108,Opp Blk 199C(65081),103.9052968,1.4009585,,1
221,34,Opp Blk 199C(65081),103.9052968,1.4009585,way/476148402,103.9055115,1.4011396,,1
222,34,way/476148402,103.9055115,1.4011396,way/476148401,103.9056737,1.4015364,,1
223,34,way/476148401,103.9056737,1.4015364,way/620272657,103.9058539,1.4020048,,1
224,34,way/620272657,103.9058539,1.4020048,way/620272655,103.9060147,1.4024111,,1
225,34,way/620272655,103.9060147,1.4024111,way/582412254,103.9061524,1.4027208,,1
226,34,way/582412254,103.9061524,1.4027208,way/582412253,103.9060832,1.4029351,,1
227,34,way/582412253,103.9060832,1.4029351,Blk 298(65229),103.9055521,1.4032091,,1
228,34,Blk 298(65229),103.9055521,1.4032091,way/476389393,103.9049679,1.4036357,,1
229,34,way/476389393,103.9049679,1.4036357,way/476389392,103.9046897,1.4038113,,1
230,34,way/476389392,103.9046897,1.4038113,way/620275278,103.9043156,1.4040446,,1
231,34,way/620275278,103.9043156,1.4040446,way/445282964,103.9039709,1.4042547,,1
232,34,way/445282964,103.9039709,1.4042547,way/173767826,103.9037589,1.4042144,,1
233,34,way/173767826,103.9037589,1.4042144,way/445282968,103.9035946,1.4039482,,1
234,34,way/445282968,103.9035946,1.4039482,way/652306771,103.9032771,1.403441,,1
235,34,way/652306771,103.9032771,1.403441,way/724076800,103.9030445,1.4030729,,1
236,34,way/724076800,103.9030445,1.4030729,way/173768002,103.9030095,1.4030891,,1
