bus number,fromNode,fromNode_long,fromNode_lat,toNode,toNode_long,toNode_lat,weight,direction
43 Reverse,Soo Teck Stn (65149),103.89706,1.4052507,way/652021502,103.897184,1.4053684,18.96859667,1
43 Reverse,way/652021502,103.897184,1.4053684,way/476389376,103.8972504,1.4055936,25.97473551,1
43 Reverse,way/476389376,103.8972504,1.4055936,way/717446183,103.8973102,1.4058037,24.16617957,1
43 Reverse,way/717446183,103.8973102,1.4058037,way/476389378,103.8974077,1.4061272,37.38041367,1
43 Reverse,way/476389378,103.8974077,1.4061272,way/500373727,103.8974941,1.4064088,32.58864447,1
43 Reverse,way/500373727,103.8974941,1.4064088,way/445716719,103.8976227,1.4064708,15.86871558,1
43 Reverse,way/445716719,103.8976227,1.4064708,way/445716717,103.8980011,1.4064878,42.15262397,1
43 Reverse,way/445716717,103.8980011,1.4064878,Opp Blk 264A (65401),103.89871,1.4065689,79.39881494,1
43 Reverse,Opp Blk 264A (65401),103.89871,1.4065689,way/33194100,103.8991047,1.4064662,45.36887665,1
43 Reverse,way/33194100,103.8991047,1.4064662,way/476389380,103.9001288,1.4063874,114.3007739,1
43 Reverse,way/476389380,103.9001288,1.4063874,way/476389381,103.9004595,1.4062974,38.12413306,1
43 Reverse,way/476389381,103.9004595,1.4062974,way/476389382,103.9007177,1.4061987,30.73691617,1
43 Reverse,way/476389382,103.9007177,1.4061987,way/500373597,103.9008932,1.4061163,21.55148367,1
43 Reverse,way/500373597,103.9008932,1.4061163,way/582412260,103.9010449,1.406043,18.72696418,1
43 Reverse,way/582412260,103.9010449,1.406043,way/711645502,103.9014221,1.4058365,47.78556929,1
43 Reverse,way/711645502,103.9014221,1.4058365,way/711645501,103.9017907,1.4056298,46.957831,1
43 Reverse,way/711645501,103.9017907,1.4056298,way/476389383,103.9020661,1.4054726,35.23437079,1
43 Reverse,way/476389383,103.9020661,1.4054726,way/476389384,103.9023941,1.4052871,41.87022021,1
43 Reverse,way/476389384,103.9023941,1.4052871,way/476389385,103.9028167,1.40505,53.84354899,1
43 Reverse,way/476389385,103.9028167,1.40505,way/476389388,103.9033291,1.4047617,65.32906093,1
43 Reverse,way/476389388,103.9033291,1.4047617,way/445282966,103.9036903,1.4045582,46.06632776,1
43 Reverse,way/445282966,103.9036903,1.4045582,way/74962089,103.9038671,1.4044623,22.35105325,1
43 Reverse,way/74962089,103.9038671,1.4044623,way/74953808,103.903871,1.4043901,7.995299627,1
43 Reverse,way/74953808,103.903871,1.4043901,way/173767826,103.9037589,1.4042144,23.08848796,1
43 Reverse,way/173767826,103.9037589,1.4042144,way/445282968,103.9035946,1.4039482,34.6516832,1
43 Reverse,way/445282968,103.9035946,1.4039482,way/652306771,103.9032771,1.403441,66.28590161,1
43 Reverse,way/652306771,103.9032771,1.403441,way/724076800,103.9030445,1.4030729,48.23637809,1
43 Reverse,way/724076800,103.9030445,1.4030729,way/173768002,103.9030095,1.4030891,4.28719034,1
43 Reverse,way/173768002,103.9030095,1.4030891,way/325024332,103.9026466,1.4033011,46.69620697,1
43 Reverse,way/325024332,103.9026466,1.4033011,Punggol Temp Int (65009),103.9025242,1.404107,90.1474011,1
50,Punggol Temp Int (65009),103.9025242,1.404107,way/173767827,103.9029803,1.4031145,120.9150367,0
50,way/173767827,103.9029803,1.4031145,way/724076802,103.9031708,1.4034225,40.11641526,0
50,way/724076802,103.9031708,1.4034225,way/476395133,103.9034199,1.4038215,52.10565006,0
50,way/476395133,103.9034199,1.4038215,way/708819911,103.9035459,1.4040253,26.54152557,0
50,way/708819911,103.9035459,1.4040253,way/445282971,103.903687,1.404257,30.0493549,0
50,way/445282971,103.903687,1.404257,way/74953813,103.9037954,1.4044306,22.67169002,0
50,way/74953813,103.9037954,1.4044306,way/445282969,103.9038951,1.4046009,21.85652422,0
50,way/445282969,103.9038951,1.4046009,way/445716727,103.9040519,1.4048796,35.41459582,0
50,way/445716727,103.9040519,1.4048796,way/701649044,103.9043424,1.4053965,65.66560481,0
50,way/701649044,103.9043424,1.4053965,Opp Punggol View Pr Sch (65359),103.9043482,1.4055431,16.22313212,0
50,Opp Punggol View Pr Sch (65359),103.9043482,1.4055431,way/701649042,103.9047445,1.4061078,76.44614152,0
50,way/701649042,103.9047445,1.4061078,way/701649043,103.9049749,1.4065128,51.60359257,0
50,way/701649043,103.9049749,1.4065128,way/701649041,103.905083,1.4067095,24.85534612,0
50,way/701649041,103.905083,1.4067095,way/620219323,103.9052018,1.4069438,29.08605958,0
50,way/620219323,103.9052018,1.4069438,way/74962072,103.9052853,1.4071323,22.8209323,0
50,way/74962072,103.9052853,1.4071323,way/500372423,103.905355,1.4072998,20.07994537,0
50,way/500372423,103.905355,1.4072998,way/445716722,103.905426,1.4073461,9.414950818,0
50,way/445716722,103.905426,1.4073461,way/500372422,103.905657,1.4072367,28.4110868,0
50,way/500372422,103.905657,1.4072367,way/197540847,103.9064268,1.4068125,97.66873841,0
50,way/197540847,103.9064268,1.4068125,way/476139920,103.9071824,1.4063593,97.88785713,0
50,way/476139920,103.9071824,1.4063593,way/476139922,103.9073972,1.406214,28.80187401,0
50,way/476139922,103.9073972,1.406214,way/630420271,103.9075782,1.4060872,24.54217076,0
50,way/630420271,103.9075782,1.4060872,way/500372303,103.907765,1.4059554,25.38792682,0
50,way/500372303,103.907765,1.4059554,way/582412251,103.907939,1.40583,23.81649449,0
50,way/582412251,103.907939,1.40583,Damai Stn Exit A (65309),103.909134,1.404944,165.1773502,0
50,Damai Stn Exit A (65309),103.909134,1.404944,way/476139921,103.9091685,1.4049583,4.15223639,0
50,way/476139921,103.9091685,1.4049583,way/708917466,103.910365,1.4041068,163.0799657,0
50,way/708917466,103.910365,1.4041068,way/476145597,103.9105924,1.4039415,31.21707497,0
50,way/476145597,103.9105924,1.4039415,way/476145598,103.9108484,1.4037605,34.81670006,0
50,way/476145598,103.9108484,1.4037605,way/534634682,103.911006,1.4036399,22.03265796,0
50,way/534634682,103.911006,1.4036399,way/476145599,103.9111654,1.403519,22.21239651,0
50,way/476145599,103.9111654,1.403519,way/383281860,103.9123422,1.4026813,160.4089951,0
50,way/383281860,103.9123422,1.4026813,Oasis Stn Exit A (65319),103.9127387,1.402466,50.13763427,0
50,Oasis Stn Exit A (65319),103.9127387,1.402466,way/775154960,103.9136024,1.4017812,122.3619962,0
50,way/775154960,103.9136024,1.4017812,way/775154959,103.9138509,1.4016009,34.09180725,0
50,way/775154959,103.9138509,1.4016009,way/476145600,103.9140174,1.4014794,22.88724794,0
50,way/476145600,103.9140174,1.4014794,way/649374014,103.9142241,1.4013292,28.37201096,0
50,way/649374014,103.9142241,1.4013292,way/649374013,103.9144509,1.4011691,30.82926272,0
50,way/649374013,103.9144509,1.4011691,way/476145601,103.9147224,1.4009682,37.50181527,0
50,way/476145601,103.9147224,1.4009682,way/534635081,103.9148911,1.4008384,23.63179696,0
50,way/534635081,103.9148911,1.4008384,way/652255321,103.9158567,1.4001391,132.3874243,0
50,way/652255321,103.9158567,1.4001391,Kadaloor Stn Exit A (65329),103.9162493,1.3999112,50.43759789,0
50,Kadaloor Stn Exit A (65329),103.9162493,1.3999112,way/383281861,103.9167327,1.3995168,69.25240832,0
50,way/383281861,103.9167327,1.3995168,way/774906812,103.9172174,1.3991641,66.56251463,0
50,way/774906812,103.9172174,1.3991641,way/476145602,103.9177427,1.3987791,72.31703107,0
50,way/476145602,103.9177427,1.3987791,way/774906811,103.9181916,1.3984389,62.535897,0
50,way/774906811,103.9181916,1.3984389,way/476145603,103.9185164,1.3981932,45.21768213,0
50,way/476145603,103.9185164,1.3981932,way/534635487,103.9186804,1.3980799,22.1371456,0
50,way/534635487,103.9186804,1.3980799,way/32776803,103.9187116,1.3979913,10.39402645,0
50,way/32776803,103.9187116,1.3979913,way/476145609,103.9185983,1.3978174,22.99423412,0
50,way/476145609,103.9185983,1.3978174,way/633589043,103.9182937,1.3973955,57.6665935,0
50,way/633589043,103.9182937,1.3973955,Bef Punggol Ctrl (65189),103.91793,1.396827,74.76518817,0
50,Bef Punggol Ctrl (65189),103.91793,1.396827,way/715626227,103.9177926,1.3966919,21.37690442,0
50,way/715626227,103.9177926,1.3966919,way/535779871,103.9174466,1.3961885,67.68356943,0
50,way/535779871,103.9174466,1.3961885,way/715626226,103.9172812,1.3959548,31.72675275,0
50,way/715626226,103.9172812,1.3959548,way/476145610,103.9171306,1.3957514,28.04875177,0
50,way/476145610,103.9171306,1.3957514,way/682831300,103.9169754,1.3955382,29.2245111,0
50,way/682831300,103.9169754,1.3955382,way/74477406,103.9168305,1.3953302,28.08933729,0
50,way/74477406,103.9168305,1.3953302,way/630420434,103.9167293,1.395188,19.34099198,0
50,way/630420434,103.9167293,1.395188,way/476145611,103.9164905,1.394865,44.51804534,0
50,way/476145611,103.9164905,1.394865,Riviera Stn Exit A (65239),103.916123,1.3942075,83.41681654,0
50,Riviera Stn Exit A (65239),103.916123,1.3942075,way/655172009,103.9158136,1.3939314,46.01778072,0
50,way/655172009,103.9158136,1.3939314,way/475941379,103.9152764,1.3931841,101.9911404,0
50,way/475941379,103.9152764,1.3931841,way/620514218,103.9151316,1.3929868,27.12247082,0
50,way/620514218,103.9151316,1.3929868,way/ 620514217,103.9149772,1.3927764,28.92236645,0
50,way/ 620514217,103.9149772,1.3927764,way/620514219,103.9148852,1.3926442,17.84686772,0
50,way/620514219,103.9148852,1.3926442,way/620514216,103.9147466,1.3924406,27.29007926,0
50,way/620514216,103.9147466,1.3924406,way/173963241,103.9146128,1.3922479,25.99498669,0
50,way/173963241,103.9146128,1.3922479,way/74477397,103.9145056,1.3920794,22.12398063,0
50,way/74477397,103.9145056,1.3920794,Aft Punggol Field (65529),103.9142797,1.3914883,70.02888209,0
50 Reverse,Waterwoods (65521),103.9128944,1.3903418,way/620546647,103.9131792,1.3904935,35.85968295,1
50 Reverse,way/620546647,103.9131792,1.3904935,way/715617341,103.913342,1.3907061,29.67964116,1
50 Reverse,way/715617341,103.913342,1.3907061,way/620546636,103.9134751,1.3908855,24.7571426,1
50 Reverse,way/620546636,103.9134751,1.3908855,way/621114246,103.9135747,1.3910159,18.18696458,1
50 Reverse,way/621114246,103.9135747,1.3910159,way/32758741,103.9137249,1.3912042,26.70067126,1
50 Reverse,way/32758741,103.9137249,1.3912042,way/700184504,103.9139361,1.391488,39.2072153,1
50 Reverse,way/700184504,103.9139361,1.391488,way/475921344,103.9140847,1.3917026,28.9234068,1
50 Reverse,way/475921344,103.9140847,1.3917026,way/715617340,103.9142168,1.3919132,27.53919713,1
50 Reverse,way/715617340,103.9142168,1.3919132,way/620514215,103.9143827,1.3921767,34.49346062,1
50 Reverse,way/620514215,103.9143827,1.3921767,way/173963239,103.9144944,1.3923422,22.12281286,1
50 Reverse,way/173963239,103.9144944,1.3923422,way/383281864,103.9146395,1.3925429,27.44541835,1
50 Reverse,way/383281864,103.9146395,1.3925429,way/74477408,103.9153411,1.3935515,136.1408249,1
50 Reverse,way/74477408,103.9153411,1.3935515,Riviera Stn Exit B (65231),103.915795,1.39429,96.02009159,1
50 Reverse,Riviera Stn Exit B (65231),103.915795,1.39429,way/651978152,103.916034,1.3945559,39.64718098,1
50 Reverse,way/651978152,103.916034,1.3945559,way/651978151,103.916195,1.3947881,31.30904103,1
50 Reverse,way/651978151,103.916195,1.3947881,way/476165178,103.9163595,1.3950202,31.52455563,1
50 Reverse,way/476165178,103.9163595,1.3950202,way/383281863,103.9164937,1.3952065,25.44423539,1
50 Reverse,way/383281863,103.9164937,1.3952065,way/630420435,103.9165789,1.3953181,15.56216154,1
50 Reverse,way/630420435,103.9165789,1.3953181,way/74477405,103.9166723,1.3954466,17.6048623,1
50 Reverse,way/74477405,103.9166723,1.3954466,way/166527473,103.9168063,1.3956307,25.2345266,1
50 Reverse,way/166527473,103.9168063,1.3956307,way/635693968,103.9170186,1.3959184,39.62606347,1
50 Reverse,way/635693968,103.9170186,1.3959184,way/708818531,103.9172544,1.3962404,44.23048826,1
50 Reverse,way/708818531,103.9172544,1.3962404,Aft Punggol Ctrl (65181),103.91755,1.3968139,71.43945765,1
50 Reverse,Aft Punggol Ctrl (65181),103.91755,1.3968139,way/620204251,103.9178042,1.3969778,33.59646587,1
50 Reverse,way/620204251,103.9178042,1.3969778,way/535779870,103.9183167,1.3976777,96.1371404,1
50 Reverse,way/535779870,103.9183167,1.3976777,way/620204248,103.9184763,1.3979128,31.48437552,1
50 Reverse,way/620204248,103.9184763,1.3979128,way/652256618,103.9184628,1.3980828,18.85768047,1
50 Reverse,way/652256618,103.9184628,1.3980828,way/652256616,103.9179677,1.3984231,66.72108079,1
50 Reverse,way/652256616,103.9179677,1.3984231,Kadaloor Stn Exit B (65321),103.9166662,1.3993112,174.9914693,1
50 Reverse,Kadaloor Stn Exit B (65321),103.9166662,1.3993112,way/700189199,103.9159398,1.3998672,101.5608924,1
50 Reverse,way/700189199,103.9159398,1.3998672,way/620211408,103.9157063,1.4000363,32.01350074,1
50 Reverse,way/620211408,103.9157063,1.4000363,way/649652557,103.9155448,1.4001528,22.11256988,1
50 Reverse,way/649652557,103.9155448,1.4001528,way/649652550,103.9154216,1.4002405,16.79338055,1
50 Reverse,way/649652550,103.9154216,1.4002405,way/620211409,103.9150902,1.4004829,45.59144093,1
50 Reverse,way/620211409,103.9150902,1.4004829,way/534635085,103.914792,1.4007019,41.08157514,1
50 Reverse,way/534635085,103.914792,1.4007019,way/534635088,103.9146657,1.4007959,17.48120788,1
50 Reverse,way/534635088,103.9146657,1.4007959,way/383281859,103.9132053,1.4018311,198.7872214,1
50 Reverse,way/383281859,103.9132053,1.4018311,Oasis Stn Exit B/Blk 617D (65311),103.9127005,1.4021461,66.09918901,1
50 Reverse,Oasis Stn Exit B/Blk 617D (65311),103.9127005,1.4021461,way/620213242,103.9116029,1.4029619,151.846705,1
50 Reverse,way/620213242,103.9116029,1.4029619,way/620213241,103.9111521,1.4032867,61.69833724,1
50 Reverse,way/620213241,103.9111521,1.4032867,way/534634680,103.9108882,1.403484,36.5850156,1
50 Reverse,way/534634680,103.9108882,1.403484,way/635691794,103.9107576,1.4035789,17.92628778,1
50 Reverse,way/635691794,103.9107576,1.4035789,way/708918062,103.9099544,1.4041459,109.1810135,1
50 Reverse,way/708918062,103.9099544,1.4041459,Damai Stn Exit B (65301),103.909287,1.4045163,84.81669137,1
50 Reverse,Damai Stn Exit B (65301),103.909287,1.4045163,way/32758989,103.9091572,1.4047097,25.80665245,1
50 Reverse,way/32758989,103.9091572,1.4047097,way/708918061,103.9087557,1.4049936,54.60679583,1
50 Reverse,way/708918061,103.9087557,1.4049936,way/708918060,103.9083599,1.4052734,53.82713183,1
50 Reverse,way/708918060,103.9083599,1.4052734,way/476396181,103.9081272,1.4054507,32.48033595,1
50 Reverse,way/476396181,103.9081272,1.4054507,way/476396159,103.9078524,1.4056713,39.11822559,1
50 Reverse,way/476396159,103.9078524,1.4056713,way/500372306,103.9076799,1.4058058,24.28386454,1
50 Reverse,way/500372306,103.9076799,1.4058058,way/582412249,103.9075181,1.4059199,21.98632654,1
50 Reverse,way/582412249,103.9075181,1.4059199,way/630420275,103.907371,1.4060246,20.05031012,1
50 Reverse,way/630420275,103.907371,1.4060246,way/476396168,103.906692,1.4064645,89.86574309,1
50 Reverse,way/476396168,103.906692,1.4064645,way/620219321,103.9059022,1.4069423,102.5505616,1
50 Reverse,way/620219321,103.9059022,1.4069423,way/218215384,103.9055093,1.4069616,43.77637961,1
50 Reverse,way/218215384,103.9055093,1.4069616,way/632388863,103.9052107,1.4067831,38.64983781,1
50 Reverse,way/632388863,103.9052107,1.4067831,way/701648222,103.9048926,1.406207,72.8775888,1
50 Reverse,way/701648222,103.9048926,1.406207,Punggol View Pr Sch (65351),103.9048756,1.4059238,31.37192012,1
50 Reverse,Punggol View Pr Sch (65351),103.9048756,1.4059238,way/701648221,103.9045608,1.4056129,49.08292699,1
50 Reverse,way/701648221,103.9045608,1.4056129,way/35091912,103.9044373,1.405392,28.02718499,1
50 Reverse,way/35091912,103.9044373,1.405392,way/701648220,103.9042841,1.4051176,34.8036323,1
50 Reverse,way/701648220,103.9042841,1.4051176,way/476400646,103.904116,1.4048165,38.18976489,1
50 Reverse,way/476400646,103.904116,1.4048165,way/445282970,103.9039755,1.4045659,31.81704427,1
50 Reverse,way/445282970,103.9039755,1.4045659,way/74953808,103.903871,1.4043901,22.65217291,1
50 Reverse,way/74953808,103.903871,1.4043901,way/173767826,103.9037589,1.4042144,23.08848796,1
50 Reverse,way/173767826,103.9037589,1.4042144,way/445282968,103.9035946,1.4039482,34.6516832,1
50 Reverse,way/445282968,103.9035946,1.4039482,way/652306771,103.9032771,1.403441,66.28590161,1
50 Reverse,way/652306771,103.9032771,1.403441,way/724076800,103.9030445,1.4030729,48.23637809,1
50 Reverse,way/724076800,103.9030445,1.4030729,way/173768002,103.9030095,1.4030891,4.28719034,1
50 Reverse,way/173768002,103.9030095,1.4030891,way/325024332,103.9026466,1.4033011,46.69620697,1
50 Reverse,way/325024332,103.9026466,1.4033011,Punggol Temp Int (65009),103.9025242,1.404107,90.1474011,1
62,Punggol Temp Int (65009),103.9025242,1.404107,way/325024332,103.9026466,1.4033011,90.1474011,0
62,way/325024332,103.9026466,1.4033011,way/173768002,103.9030095,1.4030891,46.69620697,0
62,way/173768002,103.9030095,1.4030891,way/173767825,103.9028338,1.4027251,44.74734261,0
62,way/173767825,103.9028338,1.4027251,way/620524552,103.9025689,1.4022679,58.52222071,0
62,way/620524552,103.9025689,1.4022679,way/ 620524553,103.9023885,1.4019699,38.58547171,0
62,way/ 620524553,103.9023885,1.4019699,way/582412270,103.9021917,1.4016477,41.82058807,0
62,way/582412270,103.9021917,1.4016477,way/582412269,103.9022328,1.4014473,22.62633957,0
62,way/582412269,103.9022328,1.4014473,way/651945728,103.9027605,1.4011827,65.61069212,0
62,way/651945728,103.9027605,1.4011827,way/174765789,103.9033078,1.4009198,67.48884569,0
62,way/174765789,103.9033078,1.4009198,Opp Blk 201A (65201),103.9035672,1.4008806,29.19130823,0
62,Opp Blk 201A (65201),103.9035672,1.4008806,way/651945727,103.9037815,1.4006966,31.34822032,0
62,way/651945727,103.9037815,1.4006966,way/620522274,103.9042503,1.4004709,57.83305915,0
62,way/620522274,103.9042503,1.4004709,way/649801637,103.9045313,1.4003359,34.65169881,0
62,way/649801637,103.9045313,1.4003359,way/582412284,103.9048535,1.4001667,40.44410727,0
62,way/582412284,103.9048535,1.4001667,way/74477400,103.905091,1.4000273,30.59688358,0
62,way/74477400,103.905091,1.4000273,way/582412282,103.9052805,1.3999071,24.92770661,0
62,way/582412282,103.9052805,1.3999071,way/174886180,103.9055732,1.3997351,37.71942087,0
62,way/174886180,103.9055732,1.3997351,way/476148405,103.9058406,1.3995743,34.66530774,0
62,way/476148405,103.9058406,1.3995743,way/708890745,103.9060204,1.3994459,24.53468547,0
62,way/708890745,103.9060204,1.3994459,Cove Stn Exit B (65151),103.9065501,1.3991335,68.32410187,0
62,Cove Stn Exit B (65151),103.9065501,1.3991335,way/476148407,103.9068392,1.3987445,53.71472803,0
62,way/476148407,103.9068392,1.3987445,way/476148409,103.9069952,1.3986145,22.53945752,0
62,way/476148409,103.9069952,1.3986145,way/476148408,103.9071495,1.3984793,22.76741964,0
62,way/476148408,103.9071495,1.3984793,way/75138969,103.9072694,1.3983646,18.40922708,0
62,way/75138969,103.9072694,1.3983646,way/476148411,103.9074061,1.3982609,19.05032558,0
62,way/476148411,103.9074061,1.3982609,way/512918170,103.9081948,1.3976368,111.6522762,0
62,way/512918170,103.9081948,1.3976368,way/476149333,103.9089754,1.3970058,111.4212513,0
62,way/476149333,103.9089754,1.3970058,way/476149334,103.9095205,1.3965583,78.28420305,0
62,way/476149334,103.9095205,1.3965583,Meridian Stn Exit B (65161),103.9098666,1.3963978,42.40839446,0
62,Meridian Stn Exit B (65161),103.9098666,1.3963978,way/476149335,103.910068,1.3961133,38.62628776,0
62,way/476149335,103.910068,1.3961133,way/649392802,103.9104588,1.3957934,56.05975437,0
62,way/649392802,103.9104588,1.3957934,way/476149336,103.9108503,1.3954661,56.63952874,0
62,way/476149336,103.9108503,1.3954661,way/534637114,103.9109988,1.3953432,21.39602752,0
62,way/534637114,103.9109988,1.3953432,way/476149337,103.9111445,1.3952234,20.93773832,0
62,way/476149337,103.9111445,1.3952234,way/383281865,103.9118815,1.3946052,106.7695712,0
62,way/383281865,103.9118815,1.3946052,Coral Edge Stn Exit B (65171),103.9122461,1.3944344,44.75523382,0
62,Coral Edge Stn Exit B (65171),103.9122461,1.3944344,way/476149339,103.9128216,1.3938293,92.62089255,0
62,way/476149339,103.9128216,1.3938293,way/476149338,103.9133427,1.3934032,74.71903706,0
62,way/476149338,103.9133427,1.3934032,way/476149340,103.91365,1.3931405,44.87004765,0
62,way/476149340,103.91365,1.3931405,way/620514212,103.9138191,1.3929834,25.61059368,0
62,way/620514212,103.9138191,1.3929834,way/620514213,103.9140314,1.3927975,31.31678646,0
62,way/620514213,103.9140314,1.3927975,way/383281866,103.9143497,1.3925418,45.32306305,0
62,way/383281866,103.9143497,1.3925418,way/173963243,103.9145916,1.3923483,34.3875165,0
62,way/173963243,103.9145916,1.3923483,way/173963241,103.9146128,1.3922479,11.34964596,0
62,way/173963241,103.9146128,1.3922479,way/74477397,103.9145056,1.3920794,22.12398063,0
62,way/74477397,103.9145056,1.3920794,way/635640751,103.9142713,1.3917357,46.0893707,0
62,way/635640751,103.9142713,1.3917357,Aft Punggol Field (65529),103.9142797,1.3914883,27.37220523,0
62 Reverse,Waterwoods (65521),103.9129,1.39033,way/620546647,103.9131792,1.3904935,35.94825029,1
62 Reverse,way/620546647,103.9131792,1.3904935,way/715617341,103.913342,1.3907061,29.67964116,1
62 Reverse,way/715617341,103.913342,1.3907061,way/620546636,103.9134751,1.3908855,24.7571426,1
62 Reverse,way/620546636,103.9134751,1.3908855,way/621114246,103.9135747,1.3910159,18.18696458,1
62 Reverse,way/621114246,103.9135747,1.3910159,way/32758741,103.9137249,1.3912042,26.70067126,1
62 Reverse,way/32758741,103.9137249,1.3912042,way/700184504,103.9139361,1.391488,39.2072153,1
62 Reverse,way/700184504,103.9139361,1.391488,way/475921344,103.9140847,1.3917026,28.9234068,1
62 Reverse,way/475921344,103.9140847,1.3917026,way/715617340,103.9142168,1.3919132,27.53919713,1
62 Reverse,way/715617340,103.9142168,1.3919132,way/218215413,103.9142915,1.3922537,38.55759501,1
62 Reverse,way/218215413,103.9142915,1.3922537,way/620514577,103.914284,1.3924337,19.92098049,1
62 Reverse,way/620514577,103.914284,1.3924337,way/620514576,103.9140113,1.392657,39.12365751,1
62 Reverse,way/620514576,103.9140113,1.392657,way/620514575,103.9134004,1.393147,86.93465639,1
62 Reverse,way/620514575,103.9134004,1.393147,Coral Edge Stn Exit A (65179),103.9118997,1.3942822,208.9213639,1
62 Reverse,Coral Edge Stn Exit A (65179),103.9118997,1.3942822,way/535773836,103.9113722,1.3948128,82.99653078,1
62 Reverse,way/535773836,103.9113722,1.3948128,way/620514877,103.9110801,1.3950557,42.16731605,1
62 Reverse,way/620514877,103.9110801,1.3950557,way/534637120,103.9108927,1.3952198,27.64398752,1
62 Reverse,way/534637120,103.9108927,1.3952198,way/635679590,103.9107346,1.3953428,22.23833178,1
62 Reverse,way/635679590,103.9107346,1.3953428,Meridian Stn Exit A (65169),103.910029,1.3958293,95.18335734,1
62 Reverse,Meridian Stn Exit A (65169),103.910029,1.3958293,way/534637123,103.90954,1.396298,75.14938754,1
62 Reverse,way/534637123,103.90954,1.396298,way/620519867,103.9081877,1.3973968,193.4174325,1
62 Reverse,way/620519867,103.9081877,1.3973968,way/649801185,103.9078244,1.3977026,52.7066702,1
62 Reverse,way/649801185,103.9078244,1.3977026,way/620519868,103.9075658,1.3979008,36.17351512,1
62 Reverse,way/620519868,103.9075658,1.3979008,way/620519866,103.9073006,1.3981067,37.27442231,1
62 Reverse,way/620519866,103.9073006,1.3981067,way/512918169,103.9071746,1.3982113,18.17677267,1
62 Reverse,way/512918169,103.9071746,1.3982113,way/175052982,103.9070222,1.3983536,23.13500403,1
62 Reverse,way/175052982,103.9070222,1.3983536,way/635682236,103.9066751,1.3986471,50.45130439,1
62 Reverse,way/635682236,103.9066751,1.3986471,Cove Stn Exit A (65159),103.9061631,1.3990411,71.72597309,1
62 Reverse,Cove Stn Exit A (65159),103.9061631,1.3990411,way/620522276,103.905969,1.3991975,27.67075247,1
62 Reverse,way/620522276,103.905969,1.3991975,way/620522277,103.9057933,1.3993302,24.44641045,1
62 Reverse,way/620522277,103.9057933,1.3993302,way/620522275,103.9055425,1.3995032,33.83697934,1
62 Reverse,way/620522275,103.9055425,1.3995032,way/445282967,103.9052397,1.3997121,40.85454309,1
62 Reverse,way/445282967,103.9052397,1.3997121,way/582412285,103.9047973,1.3999896,58.01244455,1
62 Reverse,way/582412285,103.9047973,1.3999896,way/651981596,103.9042272,1.400287,71.46059632,1
62 Reverse,way/651981596,103.9042272,1.400287,Aft Punggol Rd (65209),103.9038676,1.4003315,40.31999043,1
62 Reverse,Aft Punggol Rd (65209),103.9038676,1.4003315,way/174886179,103.9036593,1.4005865,36.502139,1
62 Reverse,way/174886179,103.9036593,1.4005865,way/651981593,103.9033769,1.4007313,35.27088002,1
62 Reverse,way/651981593,103.9033769,1.4007313,way/651981590,103.9031062,1.4008667,33.6405459,1
62 Reverse,way/651981590,103.9031062,1.4008667,way/620524556,103.9027959,1.4010222,38.57614657,1
62 Reverse,way/620524556,103.9027959,1.4010222,way/620524555,103.9024615,1.4011846,41.32024356,1
62 Reverse,way/620524555,103.9024615,1.4011846,way/582412268,103.9021709,1.401325,35.87313611,1
62 Reverse,way/582412268,103.9021709,1.401325,way/174765791,103.9020041,1.4014046,20.5436182,1
62 Reverse,way/174765791,103.9020041,1.4014046,way/74953804,103.9019955,1.4014905,9.546482707,1
62 Reverse,way/74953804,103.9019955,1.4014905,way/582412271,103.9021137,1.4016896,25.64585867,1
62 Reverse,way/582412271,103.9021137,1.4016896,way/198458261,103.902587,1.4024658,100.7016142,1
62 Reverse,way/198458261,103.902587,1.4024658,way/173767827,103.9029803,1.4031145,84.02919926,1
62 Reverse,way/173767827,103.9029803,1.4031145,Punggol Temp Int (65009),103.9025242,1.404107,120.9150367,1
82,Punggol Temp Int (65009),103.9025242,1.404107,way/325024332,103.9026466,1.4033011,90.1474011,0
82,way/325024332,103.9026466,1.4033011,way/173768002,103.9030095,1.4030891,46.69620697,0
82,way/173768002,103.9030095,1.4030891,way/173767825,103.9028338,1.4027251,44.74734261,0
82,way/173767825,103.9028338,1.4027251,way/620524552,103.9025689,1.4022679,58.52222071,0
82,way/620524552,103.9025689,1.4022679,way/620524553,103.9023885,1.4019699,38.58547171,0
82,way/620524553,103.9023885,1.4019699,way/582412270,103.9021917,1.4016477,41.82058807,0
82,way/582412270,103.9021917,1.4016477,way/582412269,103.9022328,1.4014473,22.62633957,0
82,way/582412269,103.9022328,1.4014473,way/651945728,103.9027605,1.4011827,65.61069212,0
82,way/651945728,103.9027605,1.4011827,way/174765789,103.9033078,1.4009198,67.48884569,0
82,way/174765789,103.9033078,1.4009198,Opp Blk 201A (65201),103.9035672,1.4008806,29.19130823,0
82,Opp Blk 201A (65201),103.9035672,1.4008806,way/651945727,103.9037815,1.4006966,31.34822032,0
82,way/651945727,103.9037815,1.4006966,way/620522274,103.9042503,1.4004709,57.83305915,0
82,way/620522274,103.9042503,1.4004709,way/649801637,103.9045313,1.4003359,34.65169881,0
82,way/649801637,103.9045313,1.4003359,way/582412284,103.9048535,1.4001667,40.44410727,0
82,way/582412284,103.9048535,1.4001667,way/74477400,103.905091,1.4000273,30.59688358,0
